avg_temperature,traffic_count,population_density,industrial_area_pct,green_area_pct,noise_level,high_pollution
5.06179636574384,949.095644872729,6157.57442051484,36.31854440328999,0.36398652994501846,44.38033077074972,0
4.47049683433346,,3586.00922967017,37.1193954158198,52.07476379143881,37.980984768284074,1
22.32112380281223,1318.8755631804581,3477.2227413707446,38.76551712699167,1.6890712085005832,56.200560699567006,1
11.29150747644371,976.7614367858025,3552.1855670227756,39.95292154573575,56.153906643606405,62.29565893122587,1
12.47994130057163,1048.7938575981048,5545.068561110117,18.413491884519786,32.37721703921581,56.107633626591436,0
10.62548811894682,970.0046877655263,4866.620751929271,7.491097047882793,11.78206141634651,47.45990050307405,0
9.429506223703594,842.5557562714974,1864.0753143896216,4.4582141022966715,59.55091054195569,49.53327078660419,1
8.32568350955782,798.3475314405674,4399.373087106836,12.881437182938456,58.60077949733767,58.71561144571129,0
32.176329210847754,1557.2735417596625,2927.7675580880928,5.367240464803027,3.0565942875202046,64.640128943019,1
11.641025793726314,1064.6438121278372,5845.429567485958,16.651009659486395,54.795972957336794,46.33646744852658,1
5.998004306723697,644.3557397669813,6113.240896360643,38.50313099469961,58.98716949529536,61.902652334605506,0
11.722214184158453,899.9423151160325,2857.987661357587,32.29829523998727,59.67535574070692,52.12929148914298,1
5.670199899088068,997.1228896252882,2847.3765654675253,14.260038237404544,1.2880362336442464,38.96852016186214,1
10.603755681749524,1281.2336992260896,6397.259780450645,29.55304248763329,27.299976554448623,48.01066241424452,0
15.30227958224793,1028.947525579577,2625.536030585951,4.492323172677885,57.454214170924345,49.7450638247591,1
9.159594159657077,1002.7780385005567,4493.77494941647,38.59577767735576,45.90753830429121,54.866407300942505,0
5.023673522087135,1024.0684027815364,3859.7544599521243,,0.6089035705597201,41.948934112158234,0
32.667641402655796,1802.12318127753,4039.4886759263404,10.44409323407169,16.435374664445337,59.99222591514942,1
15.153607315503262,1091.4737814062664,3491.069243180863,8.115224420544884,36.799323561027656,55.214771290051196,0
16.68338515565506,1232.2021348925007,4384.787428472132,8.260978513956553,2.424860613196973,50.68149386078874,1
7.687608551918457,1273.0766013375962,1957.58226508021,0.9515947814118908,28.40217108924166,47.10968867087209,0
34.85019925048522,1620.2657103479432,4054.861217276932,25.89485449243714,,74.995901742291,1
14.753259097027277,931.174648521348,6627.24800783139,27.310865140243816,13.230690558364037,49.36907797402728,0
19.826539261727554,1445.49675706315,4098.891843278425,9.834729664122396,43.8404330739467,52.149971653181154,1
21.9276013658885,713.217174543352,2814.1907306985645,3.7767664470939977,59.99508019414849,54.04445685760865,1
17.70362485610943,825.5624038290412,2659.805304924034,14.1488011654323,59.88777442784135,48.536819153965546,1
10.999163832267826,977.3907530784345,4293.197051987392,10.345250182999662,41.70879863042681,56.931214636634465,0
8.33613725475739,1138.9279962804326,5651.0183322900075,39.328898104280405,22.967796940226282,40.1880646030059,0
12.91850632903506,1153.2105821607383,6194.906448391589,34.088295576552184,49.278844127856985,51.74521790081836,0
9.372647084845688,1182.1566050501942,5379.270658193834,14.641741905065953,16.130085940635404,42.22900922729002,1
10.664963702183833,1096.9460523780876,4527.207259912464,30.06534926575466,39.798449017743124,52.00086904304485,1
12.560547432491319,1136.2430364859786,4048.7484921842947,38.29323922468825,32.00220425839348,53.17393335012611,0
9.629944325867452,909.3289110239664,3914.3367024345057,21.595740596891197,50.90095904167762,57.76302279385829,0
24.014736026029663,1363.3833032728555,4507.059147945833,35.827579493687985,1.5983916515055807,57.51662183495247,1
8.886438627422509,899.4947106956192,3921.7159030385137,39.03156030469168,2.1556924426798507,49.27054201511946,1
6.3253077439522905,1381.3933336682776,5415.381479791422,35.44807634589523,59.72100262196842,36.75122821158054,0
22.683645047971275,1306.5833971378702,5170.146406263408,33.76098758937452,33.4343889373132,64.44307989512286,1
19.044771045985243,1415.4477244780044,3395.7902832405775,13.019652691887313,3.0236758938107764,47.87570106106607,1
15.875816556167102,651.7968507543467,4490.261147728335,17.06953969434952,0.1671485387574223,50.75113036948876,0
6.964152922527784,1096.9109824883528,6563.791365137724,15.505634979437923,32.05054496135578,47.84968489471254,1
10.698914362674936,882.506006618976,1022.6532484763791,6.607191601317737,52.22800620576433,58.5962555946231,0
16.52933124355823,1239.5903264077024,3382.3732543689075,23.262409766336603,3.1874336807044132,50.03973118035546,1
13.614949651103974,1161.1574947693741,3195.263091757413,39.4077745205952,38.53028575267623,53.471959076871215,1
-0.6741192131057456,881.3913971334374,3411.8814242409435,30.816892667274605,57.40146982882018,40.138769467290544,1
29.397286096150793,1634.4886258061601,3204.7736085599913,33.96653762996957,0.6261166823107878,53.08779215888753,1
13.164047045956032,977.1934566122836,2014.7376498908254,28.24727411210192,7.781401650490726,56.26353077272924,1
10.750608027850996,1073.5068244314693,5599.598912849235,38.003412081775096,48.227152737408275,47.31037613845657,0
14.083499588244212,821.6623318184527,4489.207482737087,19.105902758394922,4.687546673021731,52.06340621507427,0
13.921058753671007,1190.6359812205444,7280.455471102589,7.264133960683264,36.76769167168902,52.05552476260068,0
1.8078804635021122,878.2741333803316,6192.932932633639,31.306530014352127,55.27731923971449,36.55529017308358,1
12.493507077418352,1210.2154391701267,4805.476526230153,32.049173616253704,7.258891523176163,46.987762705160556,1
15.44514325891849,1089.260362326983,4947.459138075951,35.90926086420025,8.09904934814162,55.87977184414109,1
22.030766501728824,1414.5313807586315,3618.5412312015915,1.5632684320789303,25.380195716740335,57.27593447802106,1
12.55753785720561,1228.7325924084462,3145.932636024401,35.214518833894736,49.724575215847075,51.31331615909949,1
11.6306872115191,1382.9452317944622,4536.433908457678,33.30096803215887,10.908805133908677,46.7516205615024,0
19.78676562692355,1615.3566343212874,6021.439678611264,33.5214903408422,52.02851052953415,48.9970822824452,1
8.169833339503754,1336.5591580347955,3159.28811215849,2.923756128777575,5.482996188783586,46.65529648076303,1
20.882345269432765,1372.5877585923347,1487.8756324466597,4.083618657858907,6.900399610950762,54.31068946299463,1
14.417262013530307,1069.0522922856724,2531.2773880264385,34.842032015144106,40.832879339697286,59.59367257549905,1
7.615516330291603,788.3487764349603,4762.180207240999,1.2755457931253944,58.453377194925395,58.5125160806362,0
6.738993184992969,773.3274882324375,4998.755405965583,31.625649492451462,59.85133388475039,47.54897980855473,1
14.307443475101135,992.5417501201191,4984.040297875969,22.785364951911383,48.78068521472637,57.223665877068655,0
9.818207831084946,538.2636957738478,3390.884972732946,17.484799625496642,59.7864739183771,65.63723165712668,0
17.15729024078851,1116.969522326283,5367.341593995866,20.6555285135064,52.25282497332396,53.81020580762389,0
,526.2788730625373,1371.6152285467158,12.10849696080035,59.76731547378242,66.17678453362369,0
6.961844490230927,1170.5240929841789,2761.944854143286,37.72520636460533,46.883661321976646,44.415929094144886,0
10.616839953659554,1159.3073034297852,3624.7023956045564,21.739534449936798,40.224457572280905,51.23419403566841,0
13.042880784786222,1025.2895662396752,4137.793816495682,4.129795729073058,54.89646820024712,50.45994076605954,1
17.097893405891664,1206.7006957248911,3651.5638446668563,1.508061159805869,21.777139233112738,53.97477215678749,0
14.187313594973611,1035.6936309645357,2730.883116287198,5.720132857803966,55.59265259918588,52.28241035224985,1
18.883833951553623,1350.7691025192576,3885.521015315973,3.639704316999528,12.440643376320832,55.055894075011906,1
17.2040785636537,1010.2944611987767,1685.543829868299,11.849484188485441,35.700739239713094,46.545961609665646,0
21.943106478346238,1467.7185194994413,3976.2453307554997,22.125749261034137,20.016367719520087,47.669390713844905,0
11.091254465101024,979.1361886501678,4247.96968301224,2.3114724092271244,37.943204200232245,42.381435729163535,1
10.374523933131844,1245.4630925988788,4985.946394983241,2.6216707561646224,59.615533797052,43.253338555302896,0
5.679815290976848,897.8140303446372,3369.7859828044025,30.74545632954251,59.377083999770065,53.6367963370395,0
